Town,Date,Collected_at,Temperature,Weather,Real_feel,Humidity
klenovica,10.05.2020.,23:30,17.0,umjereno oblačno,17.0,64.0
kastav,10.05.2020.,23:30,11.0,malo oblačno,11.0,69.0
klana,10.05.2020.,23:30,11.0,malo oblačno,11.0,69.0
grobnik,10.05.2020.,23:30,18.0,malo oblačno,18.0,51.0
hreljin,10.05.2020.,23:30,16.0,malo oblačno,16.0,71.0
fuzine,10.05.2020.,23:30,16.0,malo oblačno,16.0,58.0
drazice,10.05.2020.,23:30,16.0,malo oblačno,16.0,71.0
delnice,10.05.2020.,23:30,16.0,malo oblačno,16.0,58.0
crikvenica,10.05.2020.,23:30,16.0,malo oblačno,16.0,73.0
bribir,10.05.2020.,23:30,14.0,umjereno oblačno,14.0,53.0
brgud,10.05.2020.,23:30,14.0,umjereno oblačno,14.0,53.0
bakar,10.05.2020.,23:30,16.0,malo oblačno,16.0,71.0
bakarac,10.05.2020.,23:30,16.0,malo oblačno,16.0,71.0
baska,10.05.2020.,23:30,17.0,umjereno oblačno,17.0,64.0
rubesi,10.05.2020.,23:30,11.0,malo oblačno,11.0,69.0
rijeka,10.05.2020.,23:30,16.0,malo oblačno,16.0,71.0
opatija,10.05.2020.,23:30,17.0,vedro,17.0,56.0
jadranovo,10.05.2020.,23:30,16.0,malo oblačno,16.0,73.0
vrata,10.05.2020.,23:30,16.0,malo oblačno,16.0,58.0
selce,10.05.2020.,23:30,16.0,malo oblačno,16.0,73.0
veprinac,10.05.2020.,23:30,16.0,malo oblačno,16.0,71.0
omisalj,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
matulji,11.05.2020.,01:30,11.0,malo oblačno,11.0,67.0
medveja,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
lovran,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
lipa,11.05.2020.,01:30,12.0,malo oblačno,12.0,81.0
krasica,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
klenovica,11.05.2020.,01:30,17.0,umjereno oblačno,17.0,66.0
kastav,11.05.2020.,01:30,11.0,malo oblačno,11.0,67.0
klana,11.05.2020.,01:30,11.0,malo oblačno,11.0,67.0
grobnik,11.05.2020.,01:30,12.0,malo oblačno,12.0,81.0
hreljin,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
fuzine,11.05.2020.,01:30,17.0,malo oblačno,17.0,59.0
drazice,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
delnice,11.05.2020.,01:30,17.0,malo oblačno,17.0,59.0
crikvenica,11.05.2020.,01:30,14.0,malo oblačno,14.0,61.5
bribir,11.05.2020.,01:30,12.0,umjereno oblačno,12.0,64.0
brgud,11.05.2020.,01:30,12.0,umjereno oblačno,12.0,66.5
bakar,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
bakarac,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
baska,11.05.2020.,01:30,17.0,umjereno oblačno,17.0,66.0
rubesi,11.05.2020.,01:30,11.0,malo oblačno,11.0,67.0
rijeka,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
opatija,11.05.2020.,01:30,14.0,malo oblačno,14.0,71.0
jadranovo,11.05.2020.,01:30,14.0,malo oblačno,14.0,65.0
vrata,11.05.2020.,01:30,17.0,malo oblačno,17.0,59.0
selce,11.05.2020.,01:30,14.0,malo oblačno,14.0,64.0
veprinac,11.05.2020.,01:30,15.0,malo oblačno,15.0,69.0
omisalj,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
matulji,11.05.2020.,03:30,10.0,malo oblačno,10.0,62.0
medveja,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
lovran,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
lipa,11.05.2020.,03:30,9.0,malo oblačno,9.0,91.0
krasica,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
klenovica,11.05.2020.,03:30,15.0,umjereno oblačno,15.0,72.0
kastav,11.05.2020.,03:30,10.0,malo oblačno,10.0,62.0
klana,11.05.2020.,03:30,10.0,malo oblačno,10.0,62.0
grobnik,11.05.2020.,03:30,9.0,malo oblačno,9.0,91.0
hreljin,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
fuzine,11.05.2020.,03:30,16.0,malo oblačno,16.0,55.0
drazice,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
delnice,11.05.2020.,03:30,16.0,malo oblačno,16.0,55.0
crikvenica,11.05.2020.,03:30,15.0,malo oblačno,15.0,72.0
bribir,11.05.2020.,03:30,15.0,umjereno oblačno,15.0,39.0
brgud,11.05.2020.,03:30,15.0,umjereno oblačno,15.0,39.0
bakar,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
bakarac,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
baska,11.05.2020.,03:30,15.0,umjereno oblačno,15.0,72.0
rubesi,11.05.2020.,03:30,10.0,malo oblačno,10.0,62.0
rijeka,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
opatija,11.05.2020.,03:30,11.0,malo oblačno,11.0,86.0
jadranovo,11.05.2020.,03:30,15.0,malo oblačno,15.0,72.0
vrata,11.05.2020.,03:30,16.0,malo oblačno,16.0,55.0
selce,11.05.2020.,03:30,15.0,malo oblačno,15.0,72.0
veprinac,11.05.2020.,03:30,15.0,malo oblačno,15.0,64.0
omisalj,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
matulji,11.05.2020.,05:30,11.0,malo oblačno,11.0,62.0
medveja,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
lovran,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
lipa,11.05.2020.,05:30,9.0,umjereno oblačno,9.0,93.0
krasica,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
klenovica,11.05.2020.,05:30,16.0,potpuno oblačno,16.0,68.0
kastav,11.05.2020.,05:30,11.0,malo oblačno,11.0,62.0
klana,11.05.2020.,05:30,11.0,malo oblačno,11.0,62.0
grobnik,11.05.2020.,05:30,9.0,umjereno oblačno,9.0,93.0
hreljin,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
fuzine,11.05.2020.,05:30,16.0,malo oblačno,16.0,56.0
drazice,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
delnice,11.05.2020.,05:30,16.0,malo oblačno,16.0,56.0
crikvenica,11.05.2020.,05:30,15.0,malo oblačno,15.0,67.0
bribir,11.05.2020.,05:30,14.0,umjereno oblačno,14.0,39.0
brgud,11.05.2020.,05:30,14.0,umjereno oblačno,14.0,39.0
bakar,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
bakarac,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
baska,11.05.2020.,05:30,16.0,potpuno oblačno,16.0,68.0
rubesi,11.05.2020.,05:30,11.0,malo oblačno,11.0,62.0
rijeka,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
opatija,11.05.2020.,05:30,13.0,pretežno oblačno,13.0,76.0
jadranovo,11.05.2020.,05:30,15.0,malo oblačno,15.0,67.0
vrata,11.05.2020.,05:30,16.0,malo oblačno,16.0,56.0
selce,11.05.2020.,05:30,15.0,malo oblačno,15.0,67.0
veprinac,11.05.2020.,05:30,16.0,pretežno oblačno,16.0,61.0
omisalj,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
matulji,11.05.2020.,07:30,11.0,malo oblačno,11.0,56.0
medveja,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
lovran,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
lipa,11.05.2020.,07:30,12.0,potpuno oblačno,12.0,86.0
krasica,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
klenovica,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,67.0
kastav,11.05.2020.,07:30,11.0,malo oblačno,11.0,56.0
klana,11.05.2020.,07:30,11.0,malo oblačno,11.0,56.0
grobnik,11.05.2020.,07:30,12.0,potpuno oblačno,12.0,86.0
hreljin,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
fuzine,11.05.2020.,07:30,15.0,slaba kiša,15.0,50.0
drazice,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
delnice,11.05.2020.,07:30,15.0,slaba kiša,15.0,50.0
crikvenica,11.05.2020.,07:30,16.0,malo oblačno,16.0,74.0
bribir,11.05.2020.,07:30,16.0,umjereno oblačno,16.0,38.0
brgud,11.05.2020.,07:30,16.0,umjereno oblačno,16.0,38.0
bakar,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
bakarac,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
baska,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,67.0
rubesi,11.05.2020.,07:30,11.0,malo oblačno,11.0,56.0
rijeka,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
opatija,11.05.2020.,07:30,16.0,pretežno oblačno,16.0,62.0
jadranovo,11.05.2020.,07:30,16.0,malo oblačno,16.0,74.0
vrata,11.05.2020.,07:30,15.0,slaba kiša,15.0,50.0
selce,11.05.2020.,07:30,16.0,malo oblačno,16.0,74.0
veprinac,11.05.2020.,07:30,16.0,potpuno oblačno,16.0,60.0
omisalj,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
matulji,11.05.2020.,09:30,11.0,potpuno oblačno,11.0,67.0
medveja,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
lovran,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
lipa,11.05.2020.,09:30,15.0,potpuno oblačno,15.0,74.0
krasica,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
klenovica,11.05.2020.,09:30,19.0,potpuno oblačno,19.0,50.0
kastav,11.05.2020.,09:30,11.0,potpuno oblačno,11.0,67.0
klana,11.05.2020.,09:30,11.0,potpuno oblačno,11.0,67.0
grobnik,11.05.2020.,09:30,15.0,potpuno oblačno,15.0,74.0
hreljin,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
fuzine,11.05.2020.,09:30,17.0,pretežno oblačno,17.0,53.0
drazice,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
delnice,11.05.2020.,09:30,17.0,pretežno oblačno,17.0,53.0
crikvenica,11.05.2020.,09:30,18.0,malo oblačno,18.0,64.0
bribir,11.05.2020.,09:30,17.0,slaba kiša,17.0,51.0
brgud,11.05.2020.,09:30,17.0,slaba kiša,17.0,51.0
bakar,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
bakarac,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
baska,11.05.2020.,09:30,19.0,potpuno oblačno,19.0,50.0
rubesi,11.05.2020.,09:30,11.0,potpuno oblačno,11.0,67.0
rijeka,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
opatija,11.05.2020.,09:30,18.0,potpuno oblačno,18.0,56.0
jadranovo,11.05.2020.,09:30,18.0,malo oblačno,18.0,64.0
vrata,11.05.2020.,09:30,17.0,pretežno oblačno,17.0,53.0
selce,11.05.2020.,09:30,18.0,malo oblačno,18.0,64.0
veprinac,11.05.2020.,09:30,16.0,potpuno oblačno,16.0,71.0
omisalj,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
matulji,11.05.2020.,11:30,10.0,promjenjivo oblačno s povremenom kišom,10.0,70.0
medveja,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
lovran,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
lipa,11.05.2020.,11:30,19.0,pretežno oblačno,19.0,47.0
krasica,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
klenovica,11.05.2020.,11:30,18.0,potpuno oblačno,18.0,51.0
kastav,11.05.2020.,11:30,10.0,promjenjivo oblačno s povremenom kišom,10.0,70.0
klana,11.05.2020.,11:30,10.0,promjenjivo oblačno s povremenom kišom,10.0,70.0
grobnik,11.05.2020.,11:30,19.0,pretežno oblačno,19.0,47.0
hreljin,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
fuzine,11.05.2020.,11:30,19.0,pretežno oblačno,19.0,40.0
drazice,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
delnice,11.05.2020.,11:30,19.0,pretežno oblačno,19.0,40.0
crikvenica,11.05.2020.,11:30,18.0,malo oblačno,18.0,48.0
bribir,11.05.2020.,11:30,17.0,potpuno oblačno,17.0,42.0
brgud,11.05.2020.,11:30,17.0,potpuno oblačno,17.0,42.0
bakar,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
bakarac,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
baska,11.05.2020.,11:30,18.0,potpuno oblačno,18.0,51.0
rubesi,11.05.2020.,11:30,10.0,promjenjivo oblačno s povremenom kišom,10.0,70.0
rijeka,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
opatija,11.05.2020.,11:30,18.0,potpuno oblačno,18.0,54.0
jadranovo,11.05.2020.,11:30,18.0,malo oblačno,18.0,48.0
vrata,11.05.2020.,11:30,19.0,pretežno oblačno,19.0,40.0
selce,11.05.2020.,11:30,18.0,malo oblačno,18.0,48.0
veprinac,11.05.2020.,11:30,15.0,promjenjivo oblačno s povremenom kišom,15.0,79.0
omisalj,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
matulji,11.05.2020.,13:30,11.0,pretežno oblačno,11.0,77.0
medveja,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
lovran,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
lipa,11.05.2020.,13:30,20.0,pretežno oblačno,24.0,50.0
krasica,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
klenovica,11.05.2020.,13:30,18.0,pretežno oblačno,18.0,51.0
kastav,11.05.2020.,13:30,11.0,pretežno oblačno,11.0,77.0
klana,11.05.2020.,13:30,11.0,pretežno oblačno,11.0,77.0
grobnik,11.05.2020.,13:30,20.0,pretežno oblačno,24.0,50.0
hreljin,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
fuzine,11.05.2020.,13:30,20.0,umjereno oblačno,24.0,45.0
drazice,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
delnice,11.05.2020.,13:30,20.0,umjereno oblačno,24.0,45.0
crikvenica,11.05.2020.,13:30,18.0,malo oblačno,18.0,65.0
bribir,11.05.2020.,13:30,18.0,pretežno oblačno,18.0,43.0
brgud,11.05.2020.,13:30,18.0,pretežno oblačno,18.0,43.0
bakar,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
bakarac,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
baska,11.05.2020.,13:30,18.0,pretežno oblačno,18.0,51.0
rubesi,11.05.2020.,13:30,11.0,pretežno oblačno,11.0,77.0
rijeka,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
opatija,11.05.2020.,13:30,21.0,pretežno oblačno,24.0,46.0
jadranovo,11.05.2020.,13:30,18.0,malo oblačno,18.0,65.0
vrata,11.05.2020.,13:30,20.0,umjereno oblačno,24.0,45.0
selce,11.05.2020.,13:30,18.0,malo oblačno,18.0,65.0
veprinac,11.05.2020.,13:30,15.0,slaba kiša,15.0,88.0
omisalj,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
matulji,11.05.2020.,15:30,11.0,pretežno oblačno,11.0,79.0
medveja,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
lovran,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
lipa,11.05.2020.,15:30,24.0,umjereno oblačno,25.0,39.0
krasica,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
klenovica,11.05.2020.,15:30,20.0,pretežno oblačno,24.0,48.0
kastav,11.05.2020.,15:30,11.0,pretežno oblačno,11.0,79.0
klana,11.05.2020.,15:30,11.0,pretežno oblačno,11.0,79.0
grobnik,11.05.2020.,15:30,24.0,umjereno oblačno,25.0,39.0
hreljin,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
fuzine,11.05.2020.,15:30,20.0,malo oblačno,24.0,44.0
drazice,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
delnice,11.05.2020.,15:30,20.0,malo oblačno,24.0,44.0
crikvenica,11.05.2020.,15:30,20.0,malo oblačno,24.0,52.0
bribir,11.05.2020.,15:30,20.0,pretežno oblačno,24.0,42.0
brgud,11.05.2020.,15:30,20.0,pretežno oblačno,24.0,42.0
bakar,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
bakarac,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
baska,11.05.2020.,15:30,20.0,pretežno oblačno,24.0,48.0
rubesi,11.05.2020.,15:30,11.0,pretežno oblačno,11.0,79.0
rijeka,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
opatija,11.05.2020.,15:30,22.0,malo oblačno,24.0,41.0
jadranovo,11.05.2020.,15:30,20.0,malo oblačno,24.0,52.0
vrata,11.05.2020.,15:30,20.0,malo oblačno,24.0,44.0
selce,11.05.2020.,15:30,20.0,malo oblačno,24.0,52.0
veprinac,11.05.2020.,15:30,16.0,slaba kiša,16.0,82.0
omisalj,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
matulji,11.05.2020.,17:30,12.0,malo oblačno,12.0,75.0
medveja,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
lovran,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
lipa,11.05.2020.,17:30,23.0,malo oblačno,24.0,37.0
krasica,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
klenovica,11.05.2020.,17:30,21.0,pretežno oblačno,24.0,57.0
kastav,11.05.2020.,17:30,12.0,malo oblačno,12.0,75.0
klana,11.05.2020.,17:30,12.0,malo oblačno,12.0,75.0
grobnik,11.05.2020.,17:30,23.0,malo oblačno,24.0,37.0
hreljin,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
fuzine,11.05.2020.,17:30,21.0,malo oblačno,24.0,44.0
drazice,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
delnice,11.05.2020.,17:30,21.0,malo oblačno,24.0,44.0
crikvenica,11.05.2020.,17:30,20.0,malo oblačno,24.0,57.0
bribir,11.05.2020.,17:30,21.0,pretežno oblačno,24.0,43.0
brgud,11.05.2020.,17:30,21.0,pretežno oblačno,24.0,43.0
bakar,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
bakarac,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
baska,11.05.2020.,17:30,21.0,pretežno oblačno,24.0,57.0
rubesi,11.05.2020.,17:30,12.0,malo oblačno,12.0,75.0
rijeka,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
opatija,11.05.2020.,17:30,23.0,vedro,24.0,42.0
jadranovo,11.05.2020.,17:30,20.0,malo oblačno,24.0,57.0
vrata,11.05.2020.,17:30,21.0,malo oblačno,24.0,44.0
selce,11.05.2020.,17:30,20.0,malo oblačno,24.0,57.0
veprinac,11.05.2020.,17:30,17.0,malo oblačno,17.0,76.0
omisalj,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
matulji,11.05.2020.,19:30,12.0,malo oblačno,12.0,73.0
medveja,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
lovran,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
lipa,11.05.2020.,19:30,22.0,malo oblačno,24.0,43.0
krasica,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
klenovica,11.05.2020.,19:30,20.0,pretežno oblačno,25.0,63.0
kastav,11.05.2020.,19:30,12.0,malo oblačno,12.0,73.0
klana,11.05.2020.,19:30,12.0,malo oblačno,12.0,73.0
grobnik,11.05.2020.,19:30,22.0,malo oblačno,24.0,43.0
hreljin,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
fuzine,11.05.2020.,19:30,19.0,malo oblačno,19.0,51.0
drazice,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
delnice,11.05.2020.,19:30,19.0,malo oblačno,19.0,51.0
crikvenica,11.05.2020.,19:30,19.0,malo oblačno,19.0,69.0
bribir,11.05.2020.,19:30,20.0,pretežno oblačno,24.0,42.0
brgud,11.05.2020.,19:30,20.0,pretežno oblačno,24.0,42.0
bakar,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
bakarac,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
baska,11.05.2020.,19:30,20.0,pretežno oblačno,25.0,63.0
rubesi,11.05.2020.,19:30,12.0,malo oblačno,12.0,73.0
rijeka,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
opatija,11.05.2020.,19:30,22.0,vedro,24.0,42.0
jadranovo,11.05.2020.,19:30,19.0,malo oblačno,19.0,69.0
vrata,11.05.2020.,19:30,19.0,malo oblačno,19.0,51.0
selce,11.05.2020.,19:30,19.0,malo oblačno,19.0,69.0
veprinac,11.05.2020.,19:30,17.0,malo oblačno,17.0,80.0
omisalj,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
matulji,11.05.2020.,21:30,12.0,umjerena kiša,12.0,84.0
medveja,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
lovran,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
lipa,11.05.2020.,21:30,19.0,malo oblačno,19.0,51.0
krasica,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
klenovica,11.05.2020.,21:30,19.0,pretežno oblačno,19.0,69.0
kastav,11.05.2020.,21:30,12.0,umjerena kiša,12.0,84.0
klana,11.05.2020.,21:30,12.0,umjerena kiša,12.0,84.0
grobnik,11.05.2020.,21:30,19.0,malo oblačno,19.0,51.0
hreljin,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
fuzine,11.05.2020.,21:30,16.0,malo oblačno,16.0,63.0
drazice,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
delnice,11.05.2020.,21:30,16.0,malo oblačno,16.0,63.0
crikvenica,11.05.2020.,21:30,18.0,malo oblačno,18.0,80.0
bribir,11.05.2020.,21:30,17.0,malo oblačno,17.0,58.0
brgud,11.05.2020.,21:30,17.0,malo oblačno,17.0,58.0
bakar,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
bakarac,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
baska,11.05.2020.,21:30,19.0,pretežno oblačno,19.0,69.0
rubesi,11.05.2020.,21:30,12.0,umjerena kiša,12.0,84.0
rijeka,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
opatija,11.05.2020.,21:30,20.0,malo oblačno,24.0,49.0
jadranovo,11.05.2020.,21:30,18.0,malo oblačno,18.0,80.0
vrata,11.05.2020.,21:30,16.0,malo oblačno,16.0,63.0
selce,11.05.2020.,21:30,18.0,malo oblačno,18.0,80.0
veprinac,11.05.2020.,21:30,15.0,umjerena kiša,15.0,94.0
omisalj,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
matulji,11.05.2020.,23:30,11.0,malo oblačno,11.0,78.0
medveja,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
lovran,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
lipa,11.05.2020.,23:30,18.0,slaba kiša,18.0,61.0
krasica,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
klenovica,11.05.2020.,23:30,16.0,pretežno oblačno,16.0,88.0
kastav,11.05.2020.,23:30,11.0,malo oblačno,11.0,78.0
klana,11.05.2020.,23:30,11.0,malo oblačno,11.0,78.0
grobnik,11.05.2020.,23:30,18.0,slaba kiša,18.0,61.0
hreljin,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
fuzine,11.05.2020.,23:30,14.0,malo oblačno,14.0,78.0
drazice,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
delnice,11.05.2020.,23:30,14.0,malo oblačno,14.0,78.0
crikvenica,11.05.2020.,23:30,16.0,malo oblačno,16.0,86.0
bribir,11.05.2020.,23:30,16.0,malo oblačno,16.0,58.0
brgud,11.05.2020.,23:30,16.0,malo oblačno,16.0,58.0
bakar,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
bakarac,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
baska,11.05.2020.,23:30,16.0,pretežno oblačno,16.0,88.0
rubesi,11.05.2020.,23:30,11.0,malo oblačno,11.0,78.0
rijeka,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
opatija,11.05.2020.,23:30,19.0,umjereno oblačno,19.0,56.0
jadranovo,11.05.2020.,23:30,16.0,malo oblačno,16.0,86.0
vrata,11.05.2020.,23:30,14.0,malo oblačno,14.0,78.0
selce,11.05.2020.,23:30,16.0,malo oblačno,16.0,86.0
veprinac,11.05.2020.,23:30,15.0,malo oblačno,15.0,93.0
omisalj,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
matulji,12.05.2020.,01:30,11.0,malo oblačno,11.0,84.0
medveja,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
lovran,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
lipa,12.05.2020.,01:30,16.0,malo oblačno,16.0,73.0
krasica,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
klenovica,12.05.2020.,01:30,17.0,pretežno oblačno,17.0,80.0
kastav,12.05.2020.,01:30,11.0,malo oblačno,11.0,84.0
klana,12.05.2020.,01:30,11.0,malo oblačno,11.0,84.0
grobnik,12.05.2020.,01:30,16.0,malo oblačno,16.0,73.0
hreljin,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
fuzine,12.05.2020.,01:30,14.0,malo oblačno,14.0,88.0
drazice,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
delnice,12.05.2020.,01:30,14.0,malo oblačno,14.0,88.0
crikvenica,12.05.2020.,01:30,17.0,malo oblačno,17.0,86.0
bribir,12.05.2020.,01:30,14.0,malo oblačno,14.0,89.66666666666667
brgud,12.05.2020.,01:30,14.0,malo oblačno,14.0,93.33333333333333
bakar,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
bakarac,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
baska,12.05.2020.,01:30,17.0,pretežno oblačno,17.0,80.0
rubesi,12.05.2020.,01:30,11.0,malo oblačno,11.0,84.0
rijeka,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
opatija,12.05.2020.,01:30,17.0,malo oblačno,17.0,64.0
jadranovo,12.05.2020.,01:30,17.0,malo oblačno,17.0,86.0
vrata,12.05.2020.,01:30,14.0,malo oblačno,14.0,88.0
selce,12.05.2020.,01:30,17.0,malo oblačno,17.0,86.0
veprinac,12.05.2020.,01:30,15.0,promjenjivo oblačno s povremenim pljuskovima i grmljavinom,15.0,97.0
omisalj,12.05.2020.,03:30,15.0,malo oblačno,15.0,97.0
matulji,12.05.2020.,03:30,10.0,malo oblačno,10.0,85.0
medveja,12.05.2020.,03:30,15.0,malo oblačno,15.0,97.0
lovran,12.05.2020.,03:30,15.0,malo oblačno,15.0,97.0
